id,num_loans,num_defaults,total_loan_amount,total_repaid_amount,avg_dpd
4716,9,1,460771,345656,10
4717,3,0,279996,24254,66
4718,5,2,345494,60110,32
4719,8,2,354639,259589,73
4720,1,2,254395,330678,52
4721,1,3,336211,119925,44
4722,5,2,164172,57024,66
4723,9,0,471119,223543,38
4724,5,1,217004,338839,36
4725,2,2,45909,176775,49
4726,1,3,454923,341845,27
4727,2,0,381666,59533,13
4728,3,0,350678,370267,51
4729,3,3,313179,254860,29
4730,6,1,398020,62305,29
4731,3,3,398877,125960,26
4732,9,1,277361,373492,65
4733,5,3,248120,171687,76
4734,5,0,476587,342138,38
4735,9,2,349157,379452,41
4736,2,2,423656,376351,27
4737,8,1,421958,319756,83
4738,9,0,11619,102945,62
4739,4,2,377901,232432,54
4740,9,3,382895,177259,17
4741,8,0,341959,132038,33
4742,9,0,141643,286254,56
4743,5,2,66111,306036,44
4744,5,3,84629,151718,80
4745,8,3,453129,81999,37
4746,9,2,40812,238374,22
4747,4,3,27254,307236,30
4748,2,2,281861,56715,8
4749,2,1,326982,21743,34
4750,1,1,271514,193282,24
4751,1,0,482308,48001,38
4752,5,2,30096,329748,29
4753,7,3,157864,285585,4
4754,7,3,59398,333045,27
4755,7,2,446971,259515,6
4756,9,0,262852,19281,41
4757,6,2,55281,141780,41
4758,1,3,184690,228291,56
4759,9,2,122460,327215,82
4760,1,3,401864,118111,63
4761,9,3,294364,22172,88
4762,6,2,306112,369588,62
4763,3,1,61039,206953,17
4764,5,3,73887,363575,89
4765,8,3,136685,48718,44
4766,4,0,339952,332850,19
4767,9,3,52043,235455,1
4768,3,2,308109,358290,63
4769,2,1,451402,350404,29
4770,6,3,214953,143319,21
4771,6,1,37628,230287,33
4772,6,0,292258,377758,34
4773,4,2,160153,204003,68
4774,9,3,494988,105917,56
4775,7,1,180733,74006,14
4776,1,3,286047,127319,38
4777,3,1,473575,305033,78
4778,0,0,16988,273766,27
4779,5,1,96390,378727,11
4780,5,3,431539,228491,66
4781,2,2,343785,233480,9
4782,0,1,9342,297294,6
4783,4,1,13508,180390,42
4784,0,2,374393,103417,80
4785,2,3,250083,110973,19
4786,7,1,352781,230592,46
4787,9,0,81874,343020,27
4788,8,3,223918,67847,75
4789,2,1,449655,93531,17
4790,8,0,123919,371352,56
4791,6,0,220266,151435,50
4792,7,2,128338,97525,36
4793,5,3,322011,316199,75
4794,4,0,114435,281095,7
4795,9,1,189053,230000,82
4796,7,3,167546,288702,69
4797,1,2,491314,102996,43
4798,6,0,251869,208663,64
4799,0,0,384816,7963,49
4800,6,0,307539,97364,18
4801,5,1,329719,145340,48
4802,3,3,402380,231507,66
4803,2,1,36713,212819,45
4804,8,0,137457,82500,69
4805,5,2,47977,338377,29
4806,5,1,459941,292832,36
4807,0,2,190786,304829,69
4808,4,1,289822,66604,80
4809,6,2,201093,233202,46
4810,3,2,26987,53921,78
4811,1,0,329024,317759,82
4812,8,0,427808,325769,29
4813,5,3,280631,165276,72
4814,8,0,498253,182031,33
4815,7,3,367025,346737,89
4816,0,0,69540,131329,60
4817,1,2,404956,214546,34
4818,1,3,340686,357072,65
4819,1,0,120428,243630,12
4820,3,1,392756,140179,59
4821,6,0,212400,214615,8
4822,6,0,132688,287136,20
4823,0,1,277190,113047,40
4824,7,0,400694,335670,64
4825,3,3,167403,303653,83
4826,7,0,495880,253140,48
4827,9,0,411878,70052,68
4828,8,1,7963,63146,11
4829,6,1,368739,21156,20
4830,2,0,429429,89281,60
4831,2,1,30746,291177,38
4832,4,2,245192,209073,86
4833,6,1,482385,167749,71
4834,6,3,490155,209126,21
4835,8,0,101150,382669,89
4836,0,1,205401,369924,82
4837,2,0,204068,213158,56
4838,0,3,386147,312917,78
4839,5,2,487091,307947,36
4840,9,2,45318,230806,40
4841,6,0,166542,53804,84
4842,1,1,458534,286758,76
4843,8,2,16813,361197,6
4844,4,0,316912,398138,88
4845,2,0,361602,342521,32
4846,6,2,285513,114011,2
4847,6,0,103045,18955,38
4848,0,2,282454,394547,35
4849,5,2,286877,299583,39
4850,2,1,384628,24224,22
4851,6,0,439890,350341,65
4852,4,2,360381,31455,45
4853,3,2,97597,24437,5
4854,9,1,376922,381710,70
4855,6,2,406925,359177,55
4856,6,1,114768,264540,20
4857,7,2,252741,41147,79
4858,4,0,18163,41307,66
4859,3,0,224932,296638,25
4860,0,0,106418,207113,24
4861,3,1,472650,94677,78
4862,9,0,67449,185106,85
4863,0,1,138367,26342,63
4864,6,3,346356,255322,83
4865,5,1,26821,343205,52
4866,6,3,439956,116549,49
4867,7,1,463222,368726,28
4868,5,2,266490,242427,18
4869,1,1,447047,264347,57
4870,1,2,43446,108091,13
4871,8,1,33859,81854,14
4872,5,1,242838,105531,62
4873,5,3,238028,329493,0
4874,0,3,100489,391998,75
4875,7,2,43693,341355,63
4876,7,2,76773,294437,10
4877,3,0,69181,125839,46
4878,6,0,134531,175212,8
4879,8,3,51043,220999,53
4880,0,2,214190,46713,26
4881,4,0,93543,139328,0
4882,7,2,311940,138982,9
4883,6,3,53147,97464,12
4884,9,2,149121,184556,28
4885,3,3,370971,101706,4
4886,2,0,414372,48593,74
4887,0,2,146727,45282,52
4888,2,2,396696,183883,38
4889,1,0,496379,50476,51
4890,4,1,166330,256875,45
4891,0,1,40975,4040,88
4892,3,3,32284,330966,38
4893,7,2,269854,288034,87
4894,8,0,478202,182801,41
4895,0,3,197434,165196,47
4896,2,0,288482,270397,30
4897,5,1,381581,48818,70
4898,4,2,203137,286744,88
4899,0,3,463931,302529,85
4900,1,1,40463,197904,74
4901,1,1,95722,131765,24
4902,6,2,287948,319568,82
4903,5,2,443048,286232,3
4904,5,2,181317,112686,88
4905,0,2,186184,288183,27
4906,0,3,45126,212539,79
4907,3,2,7775,312276,1
4908,9,3,249383,325927,25
4909,5,2,396990,20889,71
4910,5,3,489640,32483,42
4911,4,3,278573,311186,89
4912,3,2,399497,105090,37
4913,1,0,181363,25421,20
4914,6,3,258648,158284,49
4915,5,3,301329,59050,16
4916,6,0,5740,199810,29
4917,2,3,115052,279534,42
4918,0,1,159177,380884,37
4919,0,1,9555,151650,58
4920,3,0,491109,360550,58
4921,3,0,24470,131775,43
4922,6,2,169310,81257,75
4923,6,3,28411,146649,30
4924,3,1,310105,201355,36
4925,6,0,296644,348961,46
4926,7,2,163366,351160,70
4927,8,0,327804,62962,70
4928,5,1,246914,273134,34
4929,3,0,186413,370473,25
4930,9,0,322084,241590,55
4931,1,3,385407,195846,42
4932,8,1,276565,67093,18
4933,6,3,415744,307157,21
4934,5,0,243250,315164,56
4935,3,1,395777,292676,64
4936,3,2,463215,356395,33
4937,1,3,378014,16691,49
4938,0,3,16800,144340,31
4939,4,2,354160,179684,52
4940,5,0,481645,8179,85
4941,9,2,467491,263331,50
4942,8,1,295402,19448,19
4943,0,3,205541,328601,57
4944,4,1,469379,342963,44
4945,4,0,18530,158022,49
4946,8,2,176207,131056,7
4947,3,1,13047,229562,20
4948,2,3,472026,336477,17
4949,2,1,320264,130052,14
4950,5,3,18164,242268,9
4951,0,0,22259,59239,62
4952,0,2,247963,97664,81
4953,0,1,13184,160630,19
4954,6,0,399780,112496,61
4955,4,0,480783,223953,51
4956,8,1,180165,48481,29
4957,2,1,199957,102321,2
4958,5,3,481325,25465,0
4959,6,0,261130,89572,9
4960,2,2,121482,46449,48
4961,8,0,338110,379019,64
4962,1,2,392277,281443,32
4963,6,1,217372,280515,34
4964,9,3,370563,44266,36
4965,3,3,280755,343931,50
4966,8,1,294963,311673,53
4967,6,3,360184,105880,62
4968,7,1,380722,25228,45
4969,9,3,252976,356859,45
4970,2,0,300066,207153,49
4971,5,3,6115,124873,6
4972,3,2,161827,142759,83
4973,3,0,344972,370429,60
4974,1,3,130610,298620,85
4975,9,0,17287,96456,11
4976,8,0,438342,13623,73
4977,0,2,18862,370129,37
4978,0,2,495505,161355,38
4979,6,1,486854,381800,20
4980,9,0,237200,229731,22
4981,6,3,436187,125299,43
4982,3,2,352612,30708,43
4983,7,0,427766,99311,85
4984,4,1,489380,200538,20
4985,5,1,35107,175238,83
4986,3,0,30994,252007,60
4987,2,1,150620,280346,79
4988,1,3,208222,311627,82
4989,7,3,181348,280534,23
4990,4,3,242264,228480,30
4991,9,3,285610,251796,4
4992,5,2,117700,214535,80
4993,5,3,379035,76719,64
4994,3,2,272065,253309,36
4995,8,2,243526,311405,31
4996,6,2,97771,150552,65
4997,9,1,241234,70627,33
4998,7,2,457342,219694,28
4999,6,1,41061,287887,4
5000,3,3,472643,246240,29
