id,age,gender,education,employment_type,annual_income,loan_amount,loan_term,purpose,home_ownership,dependents
1726,52,Male,High School,Salaried,39629,22171,60,Education,Mortgaged,3
1727,35,Male,High School,Salaried,140756,149218,12,Personal,Mortgaged,5
1728,36,Male,High School,Self-Employed,131641,128249,60,Home,Mortgaged,2
1729,42,Female,Bachelor,Self-Employed,239708,19202,60,Car,Owned,1
1730,48,Female,Master,Self-Employed,223262,92367,12,Home,Owned,5
1731,40,Male,High School,Business,45063,64046,36,Home,Rented,1
1732,53,Female,High School,Salaried,39322,14849,36,Personal,Mortgaged,5
1733,30,Male,High School,Salaried,235618,83872,48,Car,Mortgaged,0
1734,60,Male,Bachelor,Self-Employed,32693,40344,36,Home,Owned,5
1735,52,Male,Bachelor,Salaried,160313,141123,24,Education,Rented,4
1736,53,Female,Bachelor,Business,180850,80604,60,Education,Mortgaged,1
1737,22,Male,High School,Salaried,122379,101550,48,Education,Owned,5
1738,53,Male,Diploma,Salaried,32651,79383,60,Education,Owned,4
1739,53,Male,Diploma,Business,177038,46182,12,Car,Mortgaged,0
1740,61,Female,Diploma,Self-Employed,29275,121810,36,Education,Mortgaged,5
1741,33,Male,Master,Self-Employed,65606,29180,12,Car,Rented,4
1742,50,Female,High School,Salaried,21658,56372,48,Car,Mortgaged,5
1743,53,Male,Diploma,Business,245571,108427,24,Car,Owned,1
1744,33,Female,Diploma,Self-Employed,92468,74086,36,Car,Mortgaged,1
1745,46,Male,Diploma,Self-Employed,165320,27163,12,Personal,Mortgaged,3
1746,42,Male,High School,Self-Employed,175509,124616,36,Home,Rented,3
1747,59,Female,Diploma,Salaried,190799,37934,60,Personal,Owned,5
1748,22,Female,Diploma,Business,169273,60595,24,Home,Mortgaged,3
1749,58,Male,High School,Salaried,61150,31592,36,Personal,Owned,5
1750,59,Female,Master,Self-Employed,240963,28039,24,Education,Rented,5
1751,46,Male,Bachelor,Business,34999,113305,60,Car,Owned,4
1752,35,Male,Diploma,Salaried,26376,94262,60,Education,Mortgaged,1
1753,54,Male,Bachelor,Self-Employed,71673,133383,12,Education,Mortgaged,0
1754,62,Female,Master,Self-Employed,23476,39018,48,Education,Rented,2
1755,64,Male,Master,Salaried,89902,58158,12,Personal,Rented,1
1756,60,Female,Diploma,Self-Employed,111269,140630,24,Education,Rented,3
1757,31,Male,High School,Self-Employed,229066,37174,12,Car,Owned,5
1758,23,Female,Master,Business,213950,100941,36,Car,Owned,3
1759,26,Female,Bachelor,Self-Employed,118331,108381,12,Home,Owned,4
1760,29,Male,Bachelor,Salaried,171687,112532,48,Personal,Owned,3
1761,26,Female,Bachelor,Business,31164,138686,48,Car,Rented,4
1762,29,Male,Bachelor,Salaried,59316,39647,24,Car,Owned,0
1763,59,Male,Master,Self-Employed,219632,62940,60,Personal,Owned,5
1764,51,Male,Diploma,Business,180631,136692,48,Education,Owned,3
1765,52,Male,Diploma,Business,82968,111566,24,Car,Owned,4
1766,61,Male,Bachelor,Business,217872,67395,48,Education,Rented,3
1767,32,Female,Diploma,Business,160119,55955,48,Car,Rented,4
1768,28,Male,Bachelor,Salaried,196057,37314,60,Home,Mortgaged,5
1769,28,Female,Bachelor,Self-Employed,223195,58685,36,Education,Mortgaged,5
1770,48,Female,High School,Self-Employed,157649,128947,24,Car,Owned,1
1771,40,Male,Master,Business,234243,69783,48,Personal,Owned,4
1772,27,Female,Master,Self-Employed,154942,105229,48,Personal,Rented,2
1773,31,Male,Bachelor,Salaried,54094,55189,12,Personal,Mortgaged,0
1774,40,Female,Master,Self-Employed,75329,98554,36,Car,Owned,1
1775,36,Female,Diploma,Salaried,160289,24567,60,Education,Mortgaged,0
1776,24,Female,Bachelor,Salaried,103138,81089,24,Home,Mortgaged,1
1777,26,Male,High School,Self-Employed,86141,145702,48,Home,Mortgaged,3
1778,42,Female,Diploma,Salaried,173415,148075,24,Car,Rented,4
1779,46,Male,High School,Salaried,148307,46444,60,Car,Owned,3
1780,23,Female,High School,Salaried,201894,91184,36,Car,Owned,0
1781,61,Female,Master,Salaried,164075,29821,12,Education,Rented,5
1782,62,Female,Master,Business,210610,19601,36,Personal,Rented,0
1783,34,Female,Bachelor,Self-Employed,183161,117882,12,Education,Rented,1
1784,31,Male,Master,Business,204667,76657,24,Education,Mortgaged,0
1785,38,Male,High School,Salaried,103197,86846,36,Car,Mortgaged,4
1786,32,Female,High School,Self-Employed,102318,55502,36,Home,Owned,0
1787,43,Female,Diploma,Salaried,181101,128409,36,Education,Owned,3
1788,32,Male,High School,Self-Employed,99023,27098,60,Home,Mortgaged,5
1789,33,Male,Bachelor,Business,202396,123502,24,Car,Mortgaged,4
1790,45,Male,Bachelor,Self-Employed,71962,80516,12,Education,Rented,0
1791,39,Male,Master,Salaried,133037,49280,36,Personal,Mortgaged,2
1792,56,Female,Master,Self-Employed,190114,13951,24,Personal,Owned,2
1793,28,Female,Master,Self-Employed,107601,13117,60,Education,Owned,5
1794,49,Male,Bachelor,Business,227452,30979,60,Personal,Rented,3
1795,52,Male,High School,Salaried,104859,21915,24,Education,Rented,1
1796,64,Male,Master,Self-Employed,110933,64261,12,Personal,Owned,1
1797,38,Male,Diploma,Business,65957,123825,24,Car,Mortgaged,5
1798,26,Male,Master,Self-Employed,102864,103902,24,Personal,Mortgaged,0
1799,38,Male,Bachelor,Salaried,146358,77964,48,Personal,Owned,4
1800,39,Female,Master,Self-Employed,63739,40677,60,Car,Mortgaged,5
1801,42,Female,High School,Self-Employed,58733,54830,12,Car,Mortgaged,1
1802,57,Female,Master,Self-Employed,65389,13922,48,Personal,Owned,2
1803,52,Male,Bachelor,Self-Employed,180787,101696,24,Home,Owned,1
1804,61,Male,Bachelor,Salaried,190188,72561,60,Home,Rented,2
1805,23,Male,Diploma,Business,76922,18220,48,Education,Owned,1
1806,48,Female,Bachelor,Business,207323,58380,48,Personal,Rented,3
1807,30,Male,Diploma,Self-Employed,212866,138838,12,Education,Rented,5
1808,55,Male,High School,Salaried,37580,126449,24,Car,Mortgaged,4
1809,49,Female,Bachelor,Salaried,135900,15935,12,Personal,Owned,5
1810,35,Male,Master,Salaried,151895,8784,48,Car,Mortgaged,0
1811,53,Female,High School,Salaried,243080,23069,48,Personal,Owned,2
1812,27,Female,Master,Salaried,27084,126185,12,Personal,Owned,1
1813,32,Male,Master,Salaried,97991,40682,48,Car,Mortgaged,0
1814,50,Female,Master,Self-Employed,161679,116547,36,Personal,Rented,2
1815,41,Male,High School,Business,102455,99303,60,Personal,Owned,5
1816,51,Female,High School,Business,132540,132081,24,Education,Rented,2
1817,44,Male,Bachelor,Self-Employed,236002,82818,60,Car,Mortgaged,3
1818,40,Female,Master,Business,134540,116269,24,Home,Mortgaged,1
1819,57,Male,Diploma,Salaried,227427,49273,48,Home,Owned,5
1820,24,Female,Bachelor,Salaried,163041,60210,12,Personal,Mortgaged,0
1821,48,Female,High School,Business,214131,78191,12,Education,Owned,1
1822,64,Female,Diploma,Salaried,37333,34461,48,Personal,Owned,5
1823,40,Male,High School,Salaried,228308,9610,24,Education,Owned,1
1824,44,Male,Diploma,Business,147182,61973,48,Personal,Owned,4
1825,52,Female,Bachelor,Self-Employed,248400,143655,24,Home,Owned,2
1826,61,Male,Diploma,Business,249919,30583,48,Car,Mortgaged,2
1827,56,Female,Bachelor,Business,56668,11880,48,Education,Owned,4
1828,54,Male,High School,Business,31945,94257,48,Personal,Rented,4
1829,56,Female,Diploma,Business,122528,117024,12,Personal,Owned,1
1830,22,Male,Master,Self-Employed,66526,77417,24,Education,Owned,2
1831,35,Female,Master,Self-Employed,67717,8722,48,Education,Owned,0
1832,54,Female,High School,Salaried,210498,25077,60,Home,Mortgaged,3
1833,56,Female,Diploma,Salaried,235238,85868,60,Education,Rented,5
1834,26,Female,Master,Business,110480,132430,12,Personal,Rented,4
1835,59,Male,Bachelor,Salaried,239968,18229,36,Home,Rented,0
1836,62,Female,Diploma,Self-Employed,229421,78338,12,Home,Mortgaged,0
1837,32,Male,Diploma,Salaried,155673,147511,36,Car,Mortgaged,1
1838,23,Male,Master,Salaried,32930,7598,12,Car,Owned,4
1839,38,Female,Bachelor,Salaried,24333,97297,60,Car,Mortgaged,0
1840,60,Male,Bachelor,Business,222007,140124,48,Education,Rented,3
1841,41,Male,Bachelor,Salaried,140384,17741,24,Home,Rented,0
1842,35,Male,Diploma,Self-Employed,37839,74360,48,Education,Mortgaged,3
1843,53,Female,High School,Self-Employed,71337,41288,60,Home,Mortgaged,3
1844,55,Male,Diploma,Self-Employed,191276,137321,24,Personal,Rented,3
1845,46,Male,Diploma,Self-Employed,40195,20565,36,Education,Rented,4
1846,28,Female,Master,Salaried,178920,61995,36,Home,Rented,3
1847,56,Female,High School,Business,109229,56656,60,Car,Rented,4
1848,50,Male,Bachelor,Self-Employed,133251,50765,24,Car,Rented,0
1849,43,Female,Master,Self-Employed,132265,138086,48,Personal,Mortgaged,3
1850,62,Male,Diploma,Business,191926,119794,60,Education,Mortgaged,2
1851,64,Male,High School,Business,121986,113987,36,Home,Owned,0
1852,34,Male,Bachelor,Self-Employed,70998,62498,60,Car,Owned,5
1853,34,Female,Bachelor,Self-Employed,218462,73776,48,Home,Owned,2
1854,22,Male,Diploma,Business,51558,128675,12,Education,Mortgaged,2
1855,57,Female,Bachelor,Self-Employed,22985,66711,12,Car,Owned,1
1856,25,Female,Bachelor,Self-Employed,81794,47530,48,Personal,Owned,4
1857,58,Male,High School,Salaried,63585,133236,24,Personal,Mortgaged,1
1858,61,Female,Master,Business,235886,22916,60,Education,Rented,4
1859,34,Female,High School,Salaried,60264,45376,48,Education,Mortgaged,1
1860,59,Female,Master,Salaried,184398,115713,12,Home,Mortgaged,0
1861,45,Female,Master,Business,104816,121128,36,Personal,Rented,2
1862,40,Female,Master,Salaried,210333,90566,48,Education,Owned,0
1863,22,Male,Bachelor,Self-Employed,54022,82125,48,Education,Mortgaged,4
1864,59,Female,High School,Salaried,166739,92519,48,Personal,Mortgaged,2
1865,26,Male,Bachelor,Business,38065,17437,12,Home,Rented,2
1866,37,Male,Diploma,Self-Employed,134382,67146,12,Home,Mortgaged,4
1867,45,Male,High School,Self-Employed,148145,32618,48,Personal,Owned,0
1868,48,Male,Master,Self-Employed,107191,14705,48,Personal,Rented,2
1869,22,Male,Bachelor,Self-Employed,161078,85912,24,Personal,Mortgaged,5
1870,55,Male,Bachelor,Salaried,91819,56750,36,Personal,Owned,0
1871,57,Female,High School,Salaried,127158,49379,60,Personal,Owned,0
1872,25,Female,High School,Self-Employed,196148,57682,60,Education,Mortgaged,0
1873,21,Female,Master,Business,219933,110894,60,Car,Owned,2
1874,60,Male,Master,Self-Employed,247391,65384,12,Personal,Rented,3
1875,32,Female,Diploma,Salaried,201465,135512,12,Car,Owned,1
1876,56,Female,Master,Self-Employed,23143,56128,24,Home,Rented,4
1877,43,Female,Bachelor,Salaried,77505,137907,12,Education,Rented,0
1878,51,Male,Diploma,Self-Employed,163489,26283,48,Car,Rented,2
1879,31,Female,Diploma,Business,182372,54506,36,Home,Mortgaged,4
1880,30,Male,Diploma,Self-Employed,243134,130007,36,Home,Owned,3
1881,23,Female,High School,Business,48896,145251,36,Home,Mortgaged,5
1882,34,Male,Master,Business,70629,99440,36,Personal,Mortgaged,3
1883,36,Male,Diploma,Self-Employed,178678,111649,60,Education,Rented,2
1884,30,Male,High School,Business,59916,16955,60,Home,Mortgaged,0
1885,49,Female,High School,Business,81330,143270,48,Personal,Owned,3
1886,30,Female,Diploma,Salaried,27551,49588,24,Car,Mortgaged,3
1887,32,Male,Diploma,Salaried,120972,147838,12,Education,Mortgaged,3
1888,50,Female,Bachelor,Business,139623,101626,12,Car,Rented,5
1889,61,Male,Diploma,Self-Employed,207494,74874,60,Car,Rented,2
1890,21,Male,Bachelor,Business,133216,120117,36,Personal,Mortgaged,4
1891,25,Female,Diploma,Self-Employed,87782,141373,48,Car,Rented,1
1892,40,Female,Diploma,Salaried,85391,149856,24,Education,Mortgaged,2
1893,28,Female,Master,Self-Employed,124957,72959,60,Car,Owned,0
1894,63,Male,Diploma,Business,143546,13272,48,Personal,Owned,2
1895,32,Male,Diploma,Business,145006,137645,48,Home,Rented,2
1896,21,Female,Bachelor,Business,83411,29419,60,Personal,Owned,5
1897,40,Male,Bachelor,Business,93185,53555,48,Home,Owned,1
1898,48,Female,Master,Business,151960,141248,36,Car,Mortgaged,1
1899,63,Male,Diploma,Self-Employed,147574,127082,48,Home,Rented,1
1900,57,Female,Diploma,Business,208207,30379,24,Personal,Owned,4
1901,57,Female,Bachelor,Salaried,49424,23368,48,Personal,Rented,2
1902,32,Male,High School,Business,61559,109302,12,Education,Rented,5
1903,57,Female,High School,Self-Employed,31075,103906,48,Education,Rented,0
1904,64,Female,High School,Business,173771,48327,60,Home,Owned,1
1905,48,Male,Bachelor,Business,199044,98787,12,Home,Rented,1
1906,35,Female,Bachelor,Self-Employed,29950,36977,60,Education,Rented,2
1907,26,Male,High School,Business,156485,11714,24,Car,Mortgaged,0
1908,64,Female,High School,Self-Employed,59305,111680,36,Education,Mortgaged,5
1909,40,Male,Diploma,Business,23569,82237,24,Car,Mortgaged,1
1910,34,Female,Bachelor,Salaried,86778,57299,12,Home,Mortgaged,2
1911,22,Female,Bachelor,Business,122633,70124,36,Home,Rented,3
1912,29,Female,High School,Self-Employed,50085,98052,48,Personal,Mortgaged,5
1913,57,Female,High School,Salaried,227095,45912,12,Personal,Mortgaged,4
1914,40,Male,Master,Self-Employed,234917,119742,36,Car,Owned,5
1915,46,Male,Bachelor,Business,116307,73446,60,Car,Mortgaged,2
1916,49,Male,Master,Salaried,112174,66516,36,Education,Mortgaged,1
1917,21,Male,Diploma,Self-Employed,56163,130223,60,Car,Owned,5
1918,55,Male,Master,Salaried,69592,88521,60,Home,Rented,0
1919,26,Male,High School,Salaried,238223,130673,36,Home,Rented,3
1920,57,Male,Bachelor,Self-Employed,208405,76366,24,Home,Owned,0
1921,25,Female,Bachelor,Salaried,137431,45888,24,Personal,Owned,0
1922,53,Female,Master,Self-Employed,28039,61195,60,Car,Rented,0
1923,34,Female,Master,Salaried,159270,89010,12,Car,Mortgaged,2
1924,32,Female,Diploma,Salaried,185426,103474,36,Personal,Owned,2
1925,62,Male,Diploma,Salaried,23824,134986,12,Personal,Owned,5
1926,40,Male,High School,Business,70420,73345,24,Personal,Owned,4
1927,44,Male,High School,Business,109535,127617,12,Home,Rented,3
1928,63,Female,High School,Self-Employed,23436,64117,48,Car,Rented,5
1929,54,Male,Master,Salaried,113550,28095,48,Education,Rented,0
1930,45,Female,Master,Self-Employed,191929,8991,24,Education,Rented,5
1931,49,Male,Bachelor,Business,36057,28519,12,Car,Rented,1
1932,59,Male,High School,Business,21310,31657,36,Car,Mortgaged,5
1933,51,Male,Master,Business,146913,5826,24,Personal,Mortgaged,5
1934,63,Male,Bachelor,Business,226427,87049,48,Personal,Rented,0
1935,43,Female,High School,Self-Employed,230065,22801,24,Home,Rented,5
1936,64,Female,Diploma,Salaried,86013,44566,12,Personal,Rented,3
1937,58,Male,Diploma,Self-Employed,80022,135794,12,Car,Owned,0
1938,40,Female,Master,Salaried,159978,141208,12,Home,Owned,2
1939,43,Male,Bachelor,Business,160940,22421,60,Education,Rented,2
1940,36,Male,Diploma,Salaried,38546,83027,12,Car,Rented,5
1941,62,Male,Bachelor,Business,118812,12546,48,Education,Owned,5
1942,28,Male,Bachelor,Self-Employed,92855,76439,48,Car,Owned,3
1943,41,Female,Diploma,Salaried,53149,21406,60,Car,Owned,4
1944,21,Male,Bachelor,Self-Employed,133591,135209,48,Home,Owned,0
1945,28,Male,Diploma,Business,218453,14825,48,Home,Owned,3
1946,49,Female,Master,Self-Employed,174756,39173,24,Personal,Rented,5
1947,52,Male,High School,Business,49858,60619,12,Car,Rented,5
1948,58,Female,High School,Business,65330,88114,24,Car,Owned,5
1949,25,Male,Master,Business,210276,112071,24,Home,Rented,5
1950,42,Male,Diploma,Self-Employed,112203,143995,48,Education,Owned,1
1951,54,Male,Diploma,Self-Employed,45293,39374,36,Personal,Owned,5
1952,21,Male,Diploma,Salaried,76869,69368,12,Car,Owned,5
1953,46,Male,Diploma,Salaried,110429,13316,36,Home,Rented,1
1954,63,Male,Master,Self-Employed,155701,15556,48,Car,Rented,4
1955,30,Female,High School,Self-Employed,25704,146130,60,Home,Rented,2
1956,50,Male,Bachelor,Self-Employed,152848,109554,24,Personal,Rented,5
1957,38,Female,Bachelor,Self-Employed,208327,49494,48,Education,Mortgaged,5
1958,37,Female,High School,Business,68281,89671,48,Car,Owned,3
1959,46,Male,Master,Business,136972,37481,36,Car,Owned,0
1960,28,Female,Bachelor,Business,133532,33401,60,Personal,Rented,3
1961,60,Male,High School,Self-Employed,182308,45431,24,Education,Rented,5
1962,32,Female,Master,Business,86780,69459,60,Car,Mortgaged,4
1963,47,Male,Bachelor,Business,152405,95473,60,Personal,Owned,3
1964,28,Female,Diploma,Salaried,220277,128311,60,Car,Owned,4
1965,45,Female,Diploma,Salaried,234192,125327,12,Car,Rented,4
1966,24,Male,Master,Business,202018,139295,60,Personal,Rented,5
1967,53,Female,Diploma,Business,75333,45149,48,Personal,Mortgaged,4
1968,21,Male,Master,Business,178349,17863,12,Home,Owned,3
1969,39,Male,High School,Self-Employed,201678,108488,12,Home,Mortgaged,1
1970,51,Male,High School,Salaried,153005,27499,60,Car,Owned,0
1971,36,Male,Bachelor,Salaried,184586,94218,48,Personal,Rented,4
1972,34,Male,Master,Salaried,109893,37132,24,Education,Mortgaged,5
1973,25,Female,Bachelor,Business,243679,131272,60,Education,Rented,2
1974,61,Female,Bachelor,Self-Employed,82958,140605,12,Car,Owned,4
1975,46,Female,High School,Salaried,157899,85096,24,Home,Owned,3
1976,48,Male,Bachelor,Salaried,50844,15633,24,Personal,Mortgaged,4
1977,22,Female,Diploma,Self-Employed,134501,8996,12,Personal,Rented,2
1978,26,Female,Bachelor,Business,111200,136086,24,Home,Owned,1
1979,29,Female,Master,Business,20792,6674,48,Personal,Owned,3
1980,53,Female,Diploma,Salaried,190767,62251,48,Car,Mortgaged,3
1981,61,Female,High School,Salaried,103187,125162,60,Personal,Mortgaged,5
1982,45,Male,Master,Self-Employed,62510,31321,60,Personal,Rented,3
1983,33,Male,Diploma,Salaried,190209,45131,24,Home,Mortgaged,2
1984,29,Female,Master,Self-Employed,133104,140282,12,Home,Owned,3
1985,33,Male,Diploma,Salaried,235682,120663,48,Education,Rented,1
1986,51,Male,Master,Salaried,224482,88605,36,Car,Rented,0
1987,61,Female,Master,Salaried,233284,39851,60,Home,Rented,0
1988,31,Female,Diploma,Business,59632,31865,48,Home,Owned,4
1989,24,Male,High School,Self-Employed,187862,88606,24,Home,Mortgaged,0
1990,54,Female,High School,Self-Employed,103568,140230,48,Personal,Rented,2
1991,58,Male,Master,Business,181957,126497,48,Car,Owned,0
1992,24,Male,Master,Business,85214,62852,24,Car,Mortgaged,2
1993,58,Female,High School,Business,227616,54339,60,Personal,Rented,2
1994,39,Male,High School,Self-Employed,64870,106086,60,Personal,Mortgaged,4
1995,26,Male,Bachelor,Salaried,68110,25572,36,Home,Mortgaged,0
1996,54,Male,High School,Business,129414,140172,36,Education,Mortgaged,4
1997,38,Female,Master,Business,156243,86061,60,Education,Owned,3
1998,33,Female,Diploma,Business,160661,23456,60,Car,Rented,1
1999,61,Female,High School,Salaried,38077,60803,60,Education,Rented,0
2000,43,Female,Bachelor,Salaried,84874,70633,60,Home,Rented,3
2001,39,Male,Bachelor,Business,223318,41232,48,Personal,Owned,5
2002,31,Female,Bachelor,Salaried,236844,72323,36,Car,Mortgaged,3
2003,21,Female,Diploma,Business,189299,111067,24,Car,Owned,4
2004,44,Female,High School,Salaried,166009,21092,12,Personal,Rented,4
2005,27,Female,High School,Self-Employed,29754,6132,24,Education,Mortgaged,1
2006,45,Male,High School,Self-Employed,45688,136024,12,Car,Owned,1
2007,41,Male,Diploma,Salaried,27048,18068,48,Personal,Owned,1
2008,35,Male,Diploma,Self-Employed,42568,120729,36,Personal,Owned,1
2009,21,Female,Master,Self-Employed,117583,81593,12,Education,Owned,4
2010,32,Female,Bachelor,Self-Employed,226091,60041,60,Education,Mortgaged,2
2011,27,Male,Bachelor,Business,168617,68372,48,Home,Owned,4
